# QIGOA reality-check | script=run_ceiling.py | experiment=ceiling | data_source=brats | commit=1461520d7785c65a06704e47ba229ddde0b2d9ff | generated=2026-07-17T18:08:18
# Provenance: numbers trace to this script + configs/*.yaml + the commit above (CLAUDE.md §5.3). Do not edit by hand.
# method_class: C = uses test-time ground truth (oracle = an UNREACHABLE upper bound, NOT a method); B = learned, out-of-fold only; A = unsupervised per-image.
patient_id,target,include_zero_bg,method,method_class,fold,params,dice,hd95,nsd,nsd_tau1,nsd_tau3,nsd_tau5,n_components,empty_mask,mask_hash,data_source,placeholder
BraTS20_Training_291,wt_flair,na,gmm,A: unsupervised per-image,-1,,0.40249152697627555,74.25900507679498,0.0,0.0,0.011204481792717087,0.06722689075630252,1,0,b61ca814db59e000cd3cfb70f179ce744ddc495e820459eafd078f41a2d2cc0d,brats,0
BraTS20_Training_292,wt_flair,na,otsu,A: unsupervised per-image,-1,,0.38486701749395535,67.90213509648619,0.050308008213552365,0.03490759753593429,0.07700205338809035,0.1293634496919918,20,0,2fafdd4b3b811e5ba30c91298ee1c3031d0216071e6c6ebf9990d0fd4655730e,brats,0
BraTS20_Training_292,wt_flair,na,li,A: unsupervised per-image,-1,,0.36522675279235634,70.24777353424356,0.006329113924050633,0.002531645569620253,0.012658227848101266,0.05189873417721519,6,0,4142c1e7630029d15046b690eccf031d23af04e90ecbc9c3122eb01c9f533b55,brats,0
BraTS20_Training_292,wt_flair,na,triangle,A: unsupervised per-image,-1,,0.3634902564789393,70.28725855173805,0.0,0.0,0.0,0.025185185185185185,3,0,11563d3df53f45ed45be8e47241c15eb7f0799edf532e61eb2178412b127a019,brats,0
BraTS20_Training_292,wt_flair,na,kmeans,A: unsupervised per-image,-1,,0.38486701749395535,67.90213509648619,0.050308008213552365,0.03490759753593429,0.07700205338809035,0.1293634496919918,20,0,2fafdd4b3b811e5ba30c91298ee1c3031d0216071e6c6ebf9990d0fd4655730e,brats,0
BraTS20_Training_292,wt_flair,na,gmm,A: unsupervised per-image,-1,,0.3634902564789393,70.28725855173805,0.0,0.0,0.0,0.025185185185185185,3,0,11563d3df53f45ed45be8e47241c15eb7f0799edf532e61eb2178412b127a019,brats,0
BraTS20_Training_293,wt_flair,na,otsu,A: unsupervised per-image,-1,,0.5773195876288659,53.39098361900184,0.3537234042553192,0.31183510638297873,0.4002659574468085,0.4753989361702128,20,0,b6e40ff222a137346baf736ab5295394a160138b3b79a5f69feb262051f151ba,brats,0
BraTS20_Training_293,wt_flair,na,li,A: unsupervised per-image,-1,,0.5603721900952215,54.69678318960597,0.20483870967741935,0.16370967741935483,0.2653225806451613,0.30483870967741933,7,0,088a817f7c13b7045bfe9079293ae2c790d63df2026356deffc949875aa0c2c8,brats,0
BraTS20_Training_293,wt_flair,na,triangle,A: unsupervised per-image,-1,,0.5497120921305182,60.155578249537385,0.1778697001034126,0.13650465356773525,0.23061013443640124,0.26059979317476734,1,0,be5c1994d9f534656921dcd4b9ce5db541e7e3130aad5a16800d72ad8da4029b,brats,0
BraTS20_Training_293,wt_flair,na,kmeans,A: unsupervised per-image,-1,,0.5773195876288659,53.39098361900184,0.3537234042553192,0.31183510638297873,0.4002659574468085,0.4753989361702128,20,0,b6e40ff222a137346baf736ab5295394a160138b3b79a5f69feb262051f151ba,brats,0
BraTS20_Training_293,wt_flair,na,gmm,A: unsupervised per-image,-1,,0.5497120921305182,60.155578249537385,0.1778697001034126,0.13650465356773525,0.23061013443640124,0.26059979317476734,1,0,be5c1994d9f534656921dcd4b9ce5db541e7e3130aad5a16800d72ad8da4029b,brats,0
BraTS20_Training_294,wt_flair,na,otsu,A: unsupervised per-image,-1,,0.3251735015772871,78.57416829642922,0.07670250896057347,0.04372759856630824,0.13118279569892474,0.22437275985663083,22,0,e7f9eebe767c046937bd82ac7f1386730f08b0680eab09493f514aa33e41f219,brats,0
BraTS20_Training_294,wt_flair,na,li,A: unsupervised per-image,-1,,0.3064391462036982,79.58517068934536,0.04162537165510406,0.018830525272547076,0.09712586719524281,0.22001982160555006,3,0,b87a40ab360a969310a5d2cded07d7e8003996415f2bab4ed0a32739db74b029,brats,0
BraTS20_Training_294,wt_flair,na,triangle,A: unsupervised per-image,-1,,0.30529558109228766,79.70445403930238,0.020809248554913295,0.006936416184971098,0.07167630057803469,0.14797687861271677,1,0,f1326ee79ab20dbb2c710a56f046d44700a44fa1971473b9dc4adbd0d17faeaa,brats,0
BraTS20_Training_294,wt_flair,na,kmeans,A: unsupervised per-image,-1,,0.3251735015772871,78.57416829642922,0.07670250896057347,0.04372759856630824,0.13118279569892474,0.22437275985663083,22,0,e7f9eebe767c046937bd82ac7f1386730f08b0680eab09493f514aa33e41f219,brats,0
BraTS20_Training_294,wt_flair,na,gmm,A: unsupervised per-image,-1,,0.30529558109228766,79.70445403930238,0.020809248554913295,0.006936416184971098,0.07167630057803469,0.14797687861271677,1,0,f1326ee79ab20dbb2c710a56f046d44700a44fa1971473b9dc4adbd0d17faeaa,brats,0
BraTS20_Training_295,wt_flair,na,otsu,A: unsupervised per-image,-1,,0.3100303951367781,49.81752432324847,0.14838709677419354,0.09548387096774194,0.2232258064516129,0.3096774193548387,5,0,93cb518f9ff29a41e45d43ba6dd922e9f4506ee9e89dce11281bbec1ba319e33,brats,0
BraTS20_Training_295,wt_flair,na,li,A: unsupervised per-image,-1,,0.28523583589171086,53.44661302708343,0.09433962264150944,0.033962264150943396,0.15660377358490565,0.27547169811320754,8,0,029251be2f7ad3bb990fc6a0728c33a6e59fb0e6645847810aab94f05c95cf87,brats,0
BraTS20_Training_295,wt_flair,na,triangle,A: unsupervised per-image,-1,,0.2801151158010141,53.92492201219277,0.06682577565632458,0.04295942720763723,0.09069212410501193,0.20286396181384247,1,0,a3b41c2d3a78463cde286781329ea11203f156597aa69e93826c39cf2e34a9f1,brats,0
BraTS20_Training_295,wt_flair,na,kmeans,A: unsupervised per-image,-1,,0.3100303951367781,49.81752432324847,0.14838709677419354,0.09548387096774194,0.2232258064516129,0.3096774193548387,5,0,93cb518f9ff29a41e45d43ba6dd922e9f4506ee9e89dce11281bbec1ba319e33,brats,0
BraTS20_Training_295,wt_flair,na,gmm,A: unsupervised per-image,-1,,0.2801151158010141,53.92492201219277,0.06682577565632458,0.04295942720763723,0.09069212410501193,0.20286396181384247,1,0,a3b41c2d3a78463cde286781329ea11203f156597aa69e93826c39cf2e34a9f1,brats,0
BraTS20_Training_296,wt_flair,na,otsu,A: unsupervised per-image,-1,,0.44183989385227773,60.40695324215582,0.12605687932359724,0.07532667179093006,0.1960030745580323,0.29438893159108376,19,0,ad0eb3eff3a5ca2a60030236202cd635acac79f1e4d41cd66aad02a084a1e5b0,brats,0
BraTS20_Training_296,wt_flair,na,li,A: unsupervised per-image,-1,,0.4114256304683479,64.94225639501667,0.04846686449060336,0.013847675568743818,0.10187932739861523,0.2265084075173096,30,0,cca4b3a8e1c962b2028803d8cfb45de93427e507ef2d7fd89e0716c65b840de3,brats,0
BraTS20_Training_296,wt_flair,na,triangle,A: unsupervised per-image,-1,,0.40296400846859565,65.0,0.0,0.0,0.031207598371777476,0.1628222523744912,1,0,422e05a6e0557768ab13c2578578579df83948bbf9dc519c1cc1bb5b54a0e6bf,brats,0
BraTS20_Training_296,wt_flair,na,kmeans,A: unsupervised per-image,-1,,0.44183989385227773,60.40695324215582,0.12605687932359724,0.07532667179093006,0.1960030745580323,0.29438893159108376,19,0,ad0eb3eff3a5ca2a60030236202cd635acac79f1e4d41cd66aad02a084a1e5b0,brats,0
BraTS20_Training_296,wt_flair,na,gmm,A: unsupervised per-image,-1,,0.40294369675890923,65.0,0.0,0.0,0.03125,0.16304347826086957,1,0,f57efaf641261e4fd6863f4245ea036b5da14e7af39e42c2ba36faf803c6c963,brats,0
BraTS20_Training_297,wt_flair,na,otsu,A: unsupervised per-image,-1,,0.2191747864790088,93.27512624578543,0.11171032357473036,0.07395993836671803,0.14175654853620956,0.18798151001540833,18,0,93770bf315411f012d0aecd8032e1816341878e3b988d7e59033bc084cdb624c,brats,0
BraTS20_Training_297,wt_flair,na,li,A: unsupervised per-image,-1,,0.20400850968536557,93.63145558214383,0.09495548961424333,0.06083086053412463,0.1201780415430267,0.15875370919881307,25,0,dbd7e60e28d015a1d6e104b31a26be3911d700fe9e430c9a72e33a63ef098bc8,brats,0
BraTS20_Training_297,wt_flair,na,triangle,A: unsupervised per-image,-1,,0.19871305485876323,97.65851408426326,0.15286624203821655,0.09681528662420383,0.1961783439490446,0.25987261146496815,1,0,fe3a85a918fe18629a7a116debb3c2d897f811190e0965b1740275add6510a96,brats,0
BraTS20_Training_297,wt_flair,na,kmeans,A: unsupervised per-image,-1,,0.2191747864790088,93.27512624578543,0.11171032357473036,0.07395993836671803,0.14175654853620956,0.18798151001540833,18,0,93770bf315411f012d0aecd8032e1816341878e3b988d7e59033bc084cdb624c,brats,0
BraTS20_Training_297,wt_flair,na,gmm,A: unsupervised per-image,-1,,0.19871305485876323,97.65851408426326,0.15286624203821655,0.09681528662420383,0.1961783439490446,0.25987261146496815,1,0,fe3a85a918fe18629a7a116debb3c2d897f811190e0965b1740275add6510a96,brats,0
BraTS20_Training_298,wt_flair,na,otsu,A: unsupervised per-image,-1,,0.18816423717985944,95.30476647818396,0.07554671968190854,0.0536779324055666,0.08482438701126574,0.13518886679920478,35,0,ec2b886b196052ee27b48d341889c8c972486290240e487c11258cd5a0a3300c,brats,0
BraTS20_Training_298,wt_flair,na,li,A: unsupervised per-image,-1,,0.17324350336862368,96.24962432849203,0.04538087520259319,0.018638573743922204,0.06320907617504051,0.09238249594813615,16,0,bd419bcdbf07ffba1d88279dc70d8abb0369a149dffab03939d12e95622d2e99,brats,0
BraTS20_Training_298,wt_flair,na,triangle,A: unsupervised per-image,-1,,0.16857440166493237,98.80788742309808,0.05082212257100149,0.026905829596412557,0.061285500747384154,0.07324364723467862,1,0,092a96d3a825c6366e8fae40a40b1de2df7ce52231b147ae8d913f00312ca45b,brats,0
BraTS20_Training_298,wt_flair,na,kmeans,A: unsupervised per-image,-1,,0.18816423717985944,95.30476647818396,0.07554671968190854,0.0536779324055666,0.08482438701126574,0.13518886679920478,35,0,ec2b886b196052ee27b48d341889c8c972486290240e487c11258cd5a0a3300c,brats,0
BraTS20_Training_298,wt_flair,na,gmm,A: unsupervised per-image,-1,,0.16857440166493237,98.80788742309808,0.05082212257100149,0.026905829596412557,0.061285500747384154,0.07324364723467862,1,0,092a96d3a825c6366e8fae40a40b1de2df7ce52231b147ae8d913f00312ca45b,brats,0
BraTS20_Training_299,wt_flair,na,otsu,A: unsupervised per-image,-1,,0.26934463342427584,70.21395872616783,0.11724137931034483,0.10191570881226053,0.12873563218390804,0.1532567049808429,16,0,01db49f2643caaab0de0608777bebbe9483a1c5e19bc1643640fc376e8946495,brats,0
BraTS20_Training_299,wt_flair,na,li,A: unsupervised per-image,-1,,0.3094387891062197,73.86472450594215,0.17087667161961367,0.15601783060921248,0.17979197622585438,0.19316493313521546,1,0,496c09a549f22cd97ac498dce6657521842a61af8523fd1444b93c5f7b03fea9,brats,0
BraTS20_Training_299,wt_flair,na,triangle,A: unsupervised per-image,-1,,0.3091422181992439,74.17610502031215,0.18253968253968253,0.16666666666666666,0.19206349206349208,0.20634920634920634,1,0,23baeea07000dd702018a168b3f39245b95429b1dbb3b76ebbc74f3a2db24b26,brats,0
BraTS20_Training_299,wt_flair,na,kmeans,A: unsupervised per-image,-1,,0.26934463342427584,70.21395872616783,0.11724137931034483,0.10191570881226053,0.12873563218390804,0.1532567049808429,16,0,01db49f2643caaab0de0608777bebbe9483a1c5e19bc1643640fc376e8946495,brats,0
BraTS20_Training_299,wt_flair,na,gmm,A: unsupervised per-image,-1,,0.3091422181992439,74.17610502031215,0.18253968253968253,0.16666666666666666,0.19206349206349208,0.20634920634920634,1,0,23baeea07000dd702018a168b3f39245b95429b1dbb3b76ebbc74f3a2db24b26,brats,0
BraTS20_Training_300,wt_flair,na,otsu,A: unsupervised per-image,-1,,0.313642486049644,75.63695607224372,0.14957264957264957,0.11282051282051282,0.17863247863247864,0.2188034188034188,25,0,348bfeb43093227f610ac51aee56e0e89a5d6b768295949c15dbaa5476485094,brats,0
BraTS20_Training_300,wt_flair,na,li,A: unsupervised per-image,-1,,0.2957671012680836,78.25658975746474,0.14762516046213095,0.09242618741976893,0.1797175866495507,0.22849807445442877,4,0,ce0780d15e9a614ee7e8d3e722d02a95c69cde9d8716fb4ec2bff01d50afb296,brats,0
BraTS20_Training_300,wt_flair,na,triangle,A: unsupervised per-image,-1,,0.29506253334123644,79.92621456362984,0.1348314606741573,0.07062600321027288,0.1797752808988764,0.24558587479935795,1,0,bc6cd46f3d36e600aaf20a11d1763d773d977f3f45851e621e02c63530384c91,brats,0
BraTS20_Training_300,wt_flair,na,kmeans,A: unsupervised per-image,-1,,0.313642486049644,75.63695607224372,0.14957264957264957,0.11282051282051282,0.17863247863247864,0.2188034188034188,25,0,348bfeb43093227f610ac51aee56e0e89a5d6b768295949c15dbaa5476485094,brats,0
BraTS20_Training_300,wt_flair,na,gmm,A: unsupervised per-image,-1,,0.29506253334123644,79.92621456362984,0.1348314606741573,0.07062600321027288,0.1797752808988764,0.24558587479935795,1,0,bc6cd46f3d36e600aaf20a11d1763d773d977f3f45851e621e02c63530384c91,brats,0
BraTS20_Training_301,wt_flair,na,otsu,A: unsupervised per-image,-1,,0.39816583874665645,60.191354624226,0.0666131621187801,0.048956661316211875,0.13081861958266452,0.2552166934189406,20,0,6cf36564270fc552cea5a2b0fd2bb521ccfc4cd80f08d83d265231fffb40f91a,brats,0
BraTS20_Training_301,wt_flair,na,li,A: unsupervised per-image,-1,,0.38537538965499024,59.665735560705194,0.047244094488188976,0.027559055118110236,0.09448818897637795,0.15255905511811024,2,0,a729ce2a01417a11229c7a5cebb8a90add756c363d4f227681ee408be2833468,brats,0
BraTS20_Training_301,wt_flair,na,triangle,A: unsupervised per-image,-1,,0.38351122561648876,59.01355542903271,0.04591265397536394,0.029115341545352745,0.08734602463605823,0.15453527435610304,1,0,626cdf6665c4800f8002723e51d5b366465a805c52381bde3dc8e6a1ac51a5b1,brats,0
BraTS20_Training_301,wt_flair,na,kmeans,A: unsupervised per-image,-1,,0.39816583874665645,60.191354624226,0.0666131621187801,0.048956661316211875,0.13081861958266452,0.2552166934189406,20,0,6cf36564270fc552cea5a2b0fd2bb521ccfc4cd80f08d83d265231fffb40f91a,brats,0
BraTS20_Training_301,wt_flair,na,gmm,A: unsupervised per-image,-1,,0.38351122561648876,59.01355542903271,0.04591265397536394,0.029115341545352745,0.08734602463605823,0.15453527435610304,1,0,626cdf6665c4800f8002723e51d5b366465a805c52381bde3dc8e6a1ac51a5b1,brats,0
BraTS20_Training_302,wt_flair,na,otsu,A: unsupervised per-image,-1,,0.30696060877350045,80.936383539554,0.13639387890884896,0.10711909514304724,0.1536926147704591,0.17964071856287425,19,0,620785c88b02e46b517243b5ee27060e6726baf6b52b5ce519813dc05ea14cf7,brats,0
BraTS20_Training_302,wt_flair,na,li,A: unsupervised per-image,-1,,0.29476987447698744,81.73065332812479,0.17557251908396945,0.14408396946564886,0.19370229007633588,0.22805343511450382,8,0,d9ff7de5b2657bad92906318c0105ff11c6eef404c113d2cb54357421643275d,brats,0
BraTS20_Training_302,wt_flair,na,triangle,A: unsupervised per-image,-1,,0.29265024224306774,83.51945349978718,0.2353846153846154,0.1723076923076923,0.24307692307692308,0.25846153846153846,1,0,797a95be364ad5c4c3bc2da5b87f985bb3e51d949fe857082dce3254edb2d8a4,brats,0
BraTS20_Training_302,wt_flair,na,kmeans,A: unsupervised per-image,-1,,0.30696060877350045,80.936383539554,0.13639387890884896,0.10711909514304724,0.1536926147704591,0.17964071856287425,19,0,620785c88b02e46b517243b5ee27060e6726baf6b52b5ce519813dc05ea14cf7,brats,0
BraTS20_Training_302,wt_flair,na,gmm,A: unsupervised per-image,-1,,0.29265024224306774,83.51945349978718,0.2353846153846154,0.1723076923076923,0.24307692307692308,0.25846153846153846,1,0,797a95be364ad5c4c3bc2da5b87f985bb3e51d949fe857082dce3254edb2d8a4,brats,0
BraTS20_Training_303,wt_flair,na,otsu,A: unsupervised per-image,-1,,0.17522754254056194,83.24061508662703,0.11732851985559567,0.10108303249097472,0.13898916967509026,0.16877256317689532,8,0,dfb8a22703c67293e308d462e154bcbbed9614940a305c0333a68ff818f6403c,brats,0
BraTS20_Training_303,wt_flair,na,li,A: unsupervised per-image,-1,,0.1662322186638862,86.32380857869612,0.10696095076400679,0.0865874363327674,0.12393887945670629,0.1494057724957555,2,0,79af86e8778866fe25b409199cac780f471ec0b148c3e8f8c7fef6a25ca5df64,brats,0
BraTS20_Training_303,wt_flair,na,triangle,A: unsupervised per-image,-1,,0.1661213563355146,86.71732760436436,0.09872029250457039,0.08409506398537477,0.10968921389396709,0.12797074954296161,1,0,ea470bbf98e4d5ec07f83b895a8a886d9e95c94f552baae4a8c88143fa4d1325,brats,0
BraTS20_Training_303,wt_flair,na,kmeans,A: unsupervised per-image,-1,,0.17522754254056194,83.24061508662703,0.11732851985559567,0.10108303249097472,0.13898916967509026,0.16877256317689532,8,0,dfb8a22703c67293e308d462e154bcbbed9614940a305c0333a68ff818f6403c,brats,0
BraTS20_Training_303,wt_flair,na,gmm,A: unsupervised per-image,-1,,0.1661213563355146,86.71732760436436,0.09872029250457039,0.08409506398537477,0.10968921389396709,0.12797074954296161,1,0,ea470bbf98e4d5ec07f83b895a8a886d9e95c94f552baae4a8c88143fa4d1325,brats,0
BraTS20_Training_304,wt_flair,na,otsu,A: unsupervised per-image,-1,,0.20290086069493146,75.04662525876655,0.1266294227188082,0.10614525139664804,0.14990689013035383,0.1945996275605214,15,0,a3fa68b979ce836736ce3ab836959388d93bc413ab04321b468ddd61275f75c0,brats,0
BraTS20_Training_304,wt_flair,na,li,A: unsupervised per-image,-1,,0.18546692747953344,76.05918747922567,0.09642301710730948,0.07931570762052877,0.1119751166407465,0.15863141524105753,2,0,c5a00878fc7f973bae1315af4931f51e0e2fceba798eaeda7a75361b631a91f1,brats,0
BraTS20_Training_304,wt_flair,na,triangle,A: unsupervised per-image,-1,,0.18546692747953344,76.05918747922567,0.09642301710730948,0.07931570762052877,0.1119751166407465,0.15863141524105753,2,0,c5a00878fc7f973bae1315af4931f51e0e2fceba798eaeda7a75361b631a91f1,brats,0
BraTS20_Training_304,wt_flair,na,kmeans,A: unsupervised per-image,-1,,0.20290086069493146,75.04662525876655,0.1266294227188082,0.10614525139664804,0.14990689013035383,0.1945996275605214,15,0,a3fa68b979ce836736ce3ab836959388d93bc413ab04321b468ddd61275f75c0,brats,0
BraTS20_Training_304,wt_flair,na,gmm,A: unsupervised per-image,-1,,0.18546692747953344,76.05918747922567,0.09642301710730948,0.07931570762052877,0.1119751166407465,0.15863141524105753,2,0,c5a00878fc7f973bae1315af4931f51e0e2fceba798eaeda7a75361b631a91f1,brats,0
BraTS20_Training_305,wt_flair,na,otsu,A: unsupervised per-image,-1,,0.3561065953287375,64.06948256741713,0.147005444646098,0.11796733212341198,0.18148820326678766,0.21143375680580762,2,0,8376c8001dff43fdc8f48b3a7c910a658adc52cca4c89ce25d56a07476b26ac7,brats,0
BraTS20_Training_305,wt_flair,na,li,A: unsupervised per-image,-1,,0.3532166123778502,64.38749799656424,0.07242990654205607,0.056074766355140186,0.08878504672897196,0.10747663551401869,1,0,41b07759b6cc8d5060f5993fb6565312d761b754ed75816394009b2374813216,brats,0
BraTS20_Training_305,wt_flair,na,triangle,A: unsupervised per-image,-1,,0.3531626889216834,64.39798045007677,0.06375442739079103,0.05194805194805195,0.07792207792207792,0.09090909090909091,1,0,aa64a3e397e5fdae7834ddd146dbe9c4ce96840f05a970d1685af27deddaeb5c,brats,0
BraTS20_Training_305,wt_flair,na,kmeans,A: unsupervised per-image,-1,,0.3561065953287375,64.06948256741713,0.147005444646098,0.11796733212341198,0.18148820326678766,0.21143375680580762,2,0,8376c8001dff43fdc8f48b3a7c910a658adc52cca4c89ce25d56a07476b26ac7,brats,0
BraTS20_Training_305,wt_flair,na,gmm,A: unsupervised per-image,-1,,0.3531626889216834,64.39798045007677,0.06375442739079103,0.05194805194805195,0.07792207792207792,0.09090909090909091,1,0,aa64a3e397e5fdae7834ddd146dbe9c4ce96840f05a970d1685af27deddaeb5c,brats,0
BraTS20_Training_306,wt_flair,na,otsu,A: unsupervised per-image,-1,,0.48112105877773453,49.25444142409901,0.1632145816072908,0.1043910521955261,0.22949461474730737,0.3115161557580779,2,0,4df5a76314db5d5de4e0d05adccecbc5dc4a64b23586b48308e29d68fffca2bc,brats,0
BraTS20_Training_306,wt_flair,na,li,A: unsupervised per-image,-1,,0.47373312195921935,52.765033535036466,0.05474452554744526,0.025547445255474453,0.0948905109489051,0.15085158150851583,1,0,5db308aa281d83caabc5b8c8cfe2dc8250a7d5d38ae983ef6e036cddd75fcec3,brats,0
BraTS20_Training_306,wt_flair,na,triangle,A: unsupervised per-image,-1,,0.4736554438128553,52.952809179494906,0.0550122249388753,0.02567237163814181,0.09535452322738386,0.15036674816625917,1,0,b03a48fc38b53d5027dc864170c64b802dd30acc8147e2b9df6f49e9e0e659b4,brats,0
BraTS20_Training_306,wt_flair,na,kmeans,A: unsupervised per-image,-1,,0.48112105877773453,49.25444142409901,0.1632145816072908,0.1043910521955261,0.22949461474730737,0.3115161557580779,2,0,4df5a76314db5d5de4e0d05adccecbc5dc4a64b23586b48308e29d68fffca2bc,brats,0
BraTS20_Training_306,wt_flair,na,gmm,A: unsupervised per-image,-1,,0.4736554438128553,52.952809179494906,0.0550122249388753,0.02567237163814181,0.09535452322738386,0.15036674816625917,1,0,b03a48fc38b53d5027dc864170c64b802dd30acc8147e2b9df6f49e9e0e659b4,brats,0
BraTS20_Training_307,wt_flair,na,otsu,A: unsupervised per-image,-1,,0.38704761904761903,53.361007672711374,0.14260768335273574,0.08789289871944121,0.220023282887078,0.3061699650756694,41,0,ed0c69b4cdc9e781c2862d27f48dd219edc044b985076f7085507d972ffa7223,brats,0
BraTS20_Training_307,wt_flair,na,li,A: unsupervised per-image,-1,,0.3613313803727461,57.113056459254906,0.05064308681672026,0.02009646302250804,0.10048231511254019,0.20337620578778134,1,0,dd0318e144129ca33907c183a3943a565c73f8fa85b59e67034d5d737f1d68c0,brats,0
BraTS20_Training_307,wt_flair,na,triangle,A: unsupervised per-image,-1,,0.3583016222711797,59.31902191457299,0.018867924528301886,0.007075471698113208,0.04009433962264151,0.08018867924528301,1,0,dbc303ddf83ddcfd48d594481c13ef4921af24b2efb5a1ee818fdc5628798b83,brats,0
BraTS20_Training_307,wt_flair,na,kmeans,A: unsupervised per-image,-1,,0.38704761904761903,53.361007672711374,0.14260768335273574,0.08789289871944121,0.220023282887078,0.3061699650756694,41,0,ed0c69b4cdc9e781c2862d27f48dd219edc044b985076f7085507d972ffa7223,brats,0
BraTS20_Training_307,wt_flair,na,gmm,A: unsupervised per-image,-1,,0.3583016222711797,59.31902191457299,0.018867924528301886,0.007075471698113208,0.04009433962264151,0.08018867924528301,1,0,dbc303ddf83ddcfd48d594481c13ef4921af24b2efb5a1ee818fdc5628798b83,brats,0
BraTS20_Training_308,wt_flair,na,otsu,A: unsupervised per-image,-1,,0.47844296624784427,64.3401583663613,0.28595744680851065,0.24085106382978724,0.34297872340425534,0.41702127659574467,10,0,8db9a36d8463e215919ee777a1e3f15dc9564cab932f90695b99646f1cdf3856,brats,0
BraTS20_Training_308,wt_flair,na,li,A: unsupervised per-image,-1,,0.4760444614794941,68.01470429252781,0.23235613463626492,0.16503800217155265,0.30510314875135724,0.3724212812160695,9,0,74bcb71f2e88cdeed370fddd629e924b662798dad227df0ee0c1ea40aca70cce,brats,0
BraTS20_Training_308,wt_flair,na,triangle,A: unsupervised per-image,-1,,0.471626494591004,70.00714249274856,0.1913265306122449,0.10076530612244898,0.2576530612244898,0.29591836734693877,1,0,ca057459fc6ef21cd23017d993a9c8c60e5d0bad9753a33d0e3a3276041d9007,brats,0
BraTS20_Training_308,wt_flair,na,kmeans,A: unsupervised per-image,-1,,0.47844296624784427,64.3401583663613,0.28595744680851065,0.24085106382978724,0.34297872340425534,0.41702127659574467,10,0,8db9a36d8463e215919ee777a1e3f15dc9564cab932f90695b99646f1cdf3856,brats,0
BraTS20_Training_308,wt_flair,na,gmm,A: unsupervised per-image,-1,,0.471626494591004,70.00714249274856,0.1913265306122449,0.10076530612244898,0.2576530612244898,0.29591836734693877,1,0,ca057459fc6ef21cd23017d993a9c8c60e5d0bad9753a33d0e3a3276041d9007,brats,0
BraTS20_Training_309,wt_flair,na,otsu,A: unsupervised per-image,-1,,0.4467272351848028,57.18026927696363,0.18181818181818182,0.1359683794466403,0.23715415019762845,0.33359683794466405,5,0,e8aedebd3e230c5d21ac5ac3ddbe1826ad2c71b2f151b8399524e0e11d2fad20,brats,0
BraTS20_Training_309,wt_flair,na,li,A: unsupervised per-image,-1,,0.4337084271067767,63.18898857523778,0.11031175059952038,0.09592326139088729,0.12709832134292565,0.1642685851318945,2,0,c6426c7f151285c3002105bdc65a0fb3d54eee754fc04b70b8095e1b19322c71,brats,0
BraTS20_Training_309,wt_flair,na,triangle,A: unsupervised per-image,-1,,0.4337084271067767,63.18898857523778,0.11031175059952038,0.09592326139088729,0.12709832134292565,0.1642685851318945,2,0,c6426c7f151285c3002105bdc65a0fb3d54eee754fc04b70b8095e1b19322c71,brats,0
BraTS20_Training_309,wt_flair,na,kmeans,A: unsupervised per-image,-1,,0.4467272351848028,57.18026927696363,0.18181818181818182,0.1359683794466403,0.23715415019762845,0.33359683794466405,5,0,e8aedebd3e230c5d21ac5ac3ddbe1826ad2c71b2f151b8399524e0e11d2fad20,brats,0
BraTS20_Training_309,wt_flair,na,gmm,A: unsupervised per-image,-1,,0.4337084271067767,63.18898857523778,0.11031175059952038,0.09592326139088729,0.12709832134292565,0.1642685851318945,2,0,c6426c7f151285c3002105bdc65a0fb3d54eee754fc04b70b8095e1b19322c71,brats,0
BraTS20_Training_310,wt_flair,na,otsu,A: unsupervised per-image,-1,,0.4000370576246063,82.03413908990768,0.11459074733096085,0.07758007117437722,0.15871886120996442,0.20640569395017794,16,0,9751c90c5994f7c55d85bff0a4c147d83508ee6439488f7e6d1905ef63656860,brats,0
BraTS20_Training_310,wt_flair,na,li,A: unsupervised per-image,-1,,0.38614695578910024,82.50682051581268,0.11237373737373738,0.08080808080808081,0.15151515151515152,0.19570707070707072,1,0,18020102c6aff42436d55f57882a8e07527097965c6350171ef325c031e8fbc5,brats,0
BraTS20_Training_310,wt_flair,na,triangle,A: unsupervised per-image,-1,,0.38614695578910024,82.50682051581268,0.11237373737373738,0.08080808080808081,0.15151515151515152,0.19570707070707072,1,0,18020102c6aff42436d55f57882a8e07527097965c6350171ef325c031e8fbc5,brats,0
BraTS20_Training_310,wt_flair,na,kmeans,A: unsupervised per-image,-1,,0.4000370576246063,82.03413908990768,0.11459074733096085,0.07758007117437722,0.15871886120996442,0.20640569395017794,16,0,9751c90c5994f7c55d85bff0a4c147d83508ee6439488f7e6d1905ef63656860,brats,0
BraTS20_Training_310,wt_flair,na,gmm,A: unsupervised per-image,-1,,0.38614695578910024,82.50682051581268,0.11237373737373738,0.08080808080808081,0.15151515151515152,0.19570707070707072,1,0,18020102c6aff42436d55f57882a8e07527097965c6350171ef325c031e8fbc5,brats,0
BraTS20_Training_311,wt_flair,na,otsu,A: unsupervised per-image,-1,,0.3273224723293123,53.91640786499874,0.10834990059642147,0.09045725646123261,0.11829025844930417,0.13717693836978131,3,0,485500fed4780743c24b514b094ab847750b72fa94d762a7bf7cd70cfac54e83,brats,0
